"","i think he just wants the power of being the first blk pres and he wants to band all GOD things everywhere i dont agree i am a christian GOD FEARING SINGLE MOTHER IT THIS GOVERNMENT KILLING THIS WORLD NOT US PEOPLE HE IS NO BETTER THAN THE OTHER","","if he gets into office peole who need there social security and welfare will be with out money he will raise taxes for the wrong people the poor people dont mean a thing to him but he treats the rick more importantly that us low income families","","A GODLEES WORLD I THINK NOT I DONT LIKE OR CARE FOR BOTH PARTIES","","THEY JUST DONT CARE FOR THE LOWINCOME AND WOULD RAISE OUR TAXS BUT NOT THE RICK I DONT AGREE WITH BOTH PARITES"
"","","","","","","they really only care about the rich",""
"HIS KILLING OF OBL ALONE QUALIFY HIM TO BE PUT ON MOUNT RUSHMORE AND RENT A WRECKING BALL TO GET RID OF THE PREVIOUS TRASH","","","THE BIGGEST LIAR THAT GOD EVER PUT ON THIS EARTH","THEY ARE 100 percent FOR THE PEOPLE OF THE U S A","A GREAT DEAL OF THE DEMOCRATIC PARTY AND DEMOCRATIC ELECTORATE ARE PURELY SPINELESS YOU COULDN T MELT A DEMOCRATIC POLITICIAN AND POUR HIM OR HER ON A REPUBLICAN POLITICIAN BASICALLY THEY ARE COWARDS","",""
"","He is a typical chicago politician not honest or honorable a win at any cost He is a socialist leaning person who acts more like a king than a prsident","he has a lot of experiance in finance He has run businesses He has been a govener of a state and he seems to be a good man","","Some of them are moderate just not enough of them","They are not the party I used to belong to They are run by socialistic and progressive leaders They have the idea that if one man makes a lot of money by his hard work that he should give some of it to some one that wont work because that is only fair","They are in favor of smaller gov Lower deficit balancing the budget and lowering the tax rates","They have to get thier act together and help get rid of the RINO s"
"Pro naturalizing encourages eco friendly jobs","","","He s against naturalizing immigrants and refuses to tax the rich and hammer down on companies","","","",""
"His views and beliefs are similar to mine We believe that there needs to be change","","","He s very out of touch with the public He s a narcissist that talks a lot of bull He wants to cut the important programs that will hurt our country","","","",""
"Obama though hardly perfect still seems more in touch with the common man","UPHOLDING TELECOM IMMUNITY FOR AT and T IN THE ILLEGAL SPYING LAWSUIT BROUGHT BY EFF AND OTHERS Even though that made me pull my hair out I ll likely still vote for him since Romney is such an incompetent idiot","","Geez where do I begin Mitt Romney is a too wealthy pro corporate out of touch game show host looking moron He s a confirmed hybrid of Gordon Gekko and Thurston Howell III I trust you know who those guys actually are If not please Google","Again they re not perfect But they re still more in touch with the American public than are the GOP","They need more backbone Stand up and be vocal Fight for what s right","","They have long lost tough with the American public I can t believe some of the things coming out of the mouths of GOP members these days"
"HE IS FOR THE MIDDLE CLASS","","","TOO RICH AND WONT DISCLOSE HIS TAX RETURNS","LOOKING OUT FOR THE MIDDLE CLASS","","","FAVOR THE RICH"
"He is a family man trying to fix a mess that was left for him by his predecessors","","","his interest is for the higher class people","more conservative and willing to help all class of people and not the higher class","","",""
"","I don t like his stand on abortion and same sex marriage","He seems to have higher morals than Obama","","","","",""
"","His record thus far his handling of foreign affairs Obamacare his views of abortion his outrageous spending","","","","Their overall opinion on abortion their views on the amount of influence the government should have on healthcare for the American public","",""
"","National debt did not help the country","Good business man Feel like he can help this country He has good christian morals","","","everything","everything",""
"Intelligence honrdty sincerity","","","Liar arrogant do not trust","For the most part doing what is in the country s best interest","They do not always take a stand","","Made a decision in January 2009 to oppose everything the President tried to do"
"More Trueful Person","","","Makes Joke Remarks and Talks Like a Used Car Sales Person","The Goverment Feels That Middle Class Should Pay Taxes More Then The Upper Class","","","hey It Must The Money"
"he is a strong presindent that want to help every one out even the replubicans","","","he wants to lower taxes on the rich and raise taxes on the poor","it is full of people who care about the us and the world","","","its full of people who wanna raise taxes on the poor"
"","every thing he has done while in office","his views are better than obamas","","","there wastfull spending","overall the have been doing a better job than the democrates",""
"He genuinely cares about the American people","","","He s a puppet controlled by corporations and interest groups","Liberal ideology","","","Super conservative bigots"
"","","","His views in general","","","",""
"I think he has done the best he can considering he has a Republican Congress","Lack of progress in education","He s a successful businessman and might have some good ideas for helping the economy","He s a typical Republican and doesn t care about people who aren t rich","They care about all people","","","They only care about the rich"
"Healthcare reform","The state of the economy","A change","Not sure he s the answer","Their stance on gay marriage abortion etc","Government programs and handouts to those that don t deserve it","Limiting the government handouts","Their conservative views on issues"
"","I feel he is the worst president we ve ever had I feel like he dragged America through the mud I m ashamed of our president these past 4 years","Very experianced in doing the things that need to be done here in the United States He seems to have a very trueful heart and I really believe he is the fresh air we need to bring us back to where we should be","","","Poor judgement handling funds","Common sense and really tries their best to help our country",""
"given him a chance to students who have not already been onesto legal documents not able to do much because noseloan allowed the Congress and think more in the middle class","","","I do not like his politics seems to know everything","cares for the poor","","",""
"He looks to be more honest","","","His all about the rich We don t have a middle class","their for the people meaning not just the rich but the poor as well","","","They make empty promises and if ur rich u have so much to gain"
"Upholding Obamacare","His security policies that grant him power to kill without due process and his neglect of drug policy and gay rights until it suited him","","Destroying Obamacare","Equality and social programs Focus on education and tolerance For equal rights","Lack of loyalty amongst fellow democrats Burdensome bureaucracy and inefficient governance","I like some fiscal conservatism but not as it is executed by the party","Loath the hate fear mongering lies stupidity and manipulation of stupid people Social conservative policies are archaic Greed and hypocrisy"
"","Didn t like still don t like his promises and his questionable support of the US","He isn t making promises but what plans he hopes to do and hopefully bring the economy around","","","","I feel they are a little more open minded and a balance of liberal and conservative","more likes than dislikes in any area"
"honesty","","","","","","",""
"he was messed up after buch bullshit that he will might me able to bring us out of this post bush bullshit","","","i think he is a popiss ass","they are fr the commen preple","","","the are for the rich"
"he has done a good job","","","do not like his plan if he wins","","","","there view on public assistance"
"","what has he done signed how many hundred exect orders giving him absolute power no no no spent more money than all past pres combined fulfilled only one of his promeses killed U S respect around the World As top exect of this nation still blams Bush horse crap","jobs taxes health world leadership cut goverment spending that is beyond control reduce size of goverment cut stupid programs that waste money energy production on our land become proud again being an american our great military jobs jobs jobs","","","polosi read and all the rest that have blindly followed","less goverment empower the people",""
"Health care","Increase tax rate","Reduce budget deficit","Foreign Policy","welfare","tax and spending","Individaul independence","Strong conservatism"
"la igualdad de pago la desicion es mia en cuanto a mi cuerpo se refiere de tener hijos su idea de medicaid y medicare","","","","estan velando por la gente pobre y de clase media","todo","",""
"abortion","everything else","all his views","","","how they are handling our countries well being","they are on the right track to get things done and fixed",""
"He knows that to get out of a recession you have to spend government money to stimulate the economy","If he does not fight for the protection of social programs","","His whole outlook on the economy","They believe in progress","They are disorganized","","They do not believe in science"
"never ended the war","time for a change","nothing good","everything","they help the people and the econmey","","",""
"He s a man that has concerns for the 100 per cent of Americans","","","He s for the wealthy in this country and changes his positions just to be elected President","they are more for the average person and seem to have more compassion for people","that they don t always stand up for their principles","they don t always like to raise taxes","They ve become too far right Seem to be disresptful to the President and are not concerned about women s rights"
"","I never thought he was eligible he makes promises he knows he can t keep says whatever it will take for a vote and knows NOTHING about ANYTHING about being a leader He s destroying us as fast as we will let him","He is a buisness man knows how to create jobs wants to get rid of obamamcare is a christian and feel he knows how to bring us back up out of the hole obama has dug for us","","","Can t work in harmony for the good of the people","Trying to make us an honorable natiopn again",""
"He makes history","He rescinds his promise to students","He lies and you know he is lying","If he started saying he cares when we know he is out for himself","","","",""
"","","","He favors the rich and the middle class needs the help","","","",""
"understands the american people","","","","","","",""
"","He didnt keep his word when he was elected Comment about bringing home all our troops wasnt true","He never should have involved Seasame Streets Big Bird Lost my vote","","","","",""
"I have more faith in him to handle issues of national security I believe he will do more for education As for the economy I believe this is a slow recovery because this recession was much more severe and certainly not any fault of President Obama","","It s hard to figure out what he stands for he seems to shift his positions depending on the audience I don t think a man of such wealth can understand what life is like for average Americans","Yes everything I said in the last frame","It seems to be a more inclusive party race gender sexual identity I believe they will pay more attention to education and assisting those that need help to improve their lives I stand with them on social issues including a women s right to choose","","Some of their fiscal policies are reasonable","Their position on social issues particularly a women s right to choose and all the issues with contraception ultrasounds etc"
"","He is moving this counrty in the wrong direction and also spending too much of of our money which we do not have","i think he will do a better job deaaling with our economy","","","All they want to do is spend our money and they are too worried about political correctness","have a better plan for restoring our enconomy",""
"","","","He wants to raise tax rates","Obama","","",""
"do not like the alternative candidate","","","out of touch with the middle class no political experience","more concerned about the welfare of the entire populace","influenced by lobbyists and campaign contributors","",""
"","He is a democrat","He is a repulacian","he is a republican","","they like big goverment","They are more conserivet",""
"He s for the poor and he s for the women and education","","","he s taking away planned parenthood abortions and breast cancer sreenings he s not for women and he s not for the poor like me and my family","they re for the poor","","","they re for the rich"
"Consistency","His democratic views","His republican viewpoints","","Some of their stances on bridging the gap between lower and upper class","Don t like how they are trying to make us socialist economy similar to Europe","conservative viewpoints",""
"he is a man of his word","","","he not fair at all about any thing and i think he is going to mess things up","there really helpful","","",""
"Social positions relatively better foreign policy","Economic policies","Stronger grasp of economics","Ignorance of foreign policy bordering on racism social views ex on abortion women s health","Social issue views women s reproductive health abortion","Recent economic policies healthcare","Less welfare","democracy promotion foreign policy greater American presence abroad"
"I think he is telling the people the true","","","He is a flip flop","They are for the middle class","","",""
"","","","","","","",""
"tiene muchos temas si cunplio ymuchos no pero los reconoce y esta en dispocision de luchar por cunplir si logra la reeledcion","si el no reconociera lo que le falto cunplir en su primer mandato","","la forma expone difentes temas pero en hocaciones los expone en forma de canbio de extrudtura","","","al gunos reprecentantes tien muy buen punto de analisar los problemas de nuesto pais",""
"Dememocratic Platform","","Republican Agenda","Social Issues","","","","Policies"
"Roe vs Wade decision would likely go unchallenged with Obama in office Women s rights is very important to me Although I m not convinced the decision would be overturned with Romney in office","His plan for health care reform would deter me from voting for him","His 5 point plan to revive the economy","His position on abortion right However I think this is something that is inevitably part of any Republican s platform I have doubts that this would be a priority for him once in office","","Democratic party is too socialist","Viewpoints on how to manage the economy and taxes","Mix of religion and government such as abortion rights and gay rights Too conservative for today s society"
"","","","el hace mas por el millonario","","","",""
"","","Untrustworthy","","","","",""
"","","","","","","",""
"Help for middle class","Obamacare Foreign Policy Socially Liberal Policies","Economic Record Foreign Policy Conservative Social Politics","Tax cuts for only wealthy","","Social Liberal Policies","Foreign Policy stance on immigration",""
"","","","","","","","their strong arming tactics it s their way or the high way"
"","I honestly don t think he cares about the United States He is egocentric and self centered and only cares about forcing his own Socialist agenda onto our nation","I think he cares about people and he cares about making the United States a great Nation He will work hard to balance the budget and help defend what our great nation truly stands for He cares about families and real people and wants to make a difference We need a strong leader who won t back down to terrorists and I believe he will fight for what is right","","","I think that the Democratic party brainwashes people through the media I have family members who won t even listen to any other candidate unless they are Democrat I feel like even though I am a Republican I can vote for whichever person I think will do the best job whether they are Republican or Democrat However I think most Democrats will only vote Democrat whether the candidate is qualified or not","I feel like the are generally for having less government control in people s lives","I get frustrated when all politicians simply attack each other I would rather they all just cut to the important issues like what they are going to do for our country"
"Health Plan","Dont agree with his ideas","He has promise will improve our economy","","","too liberal","conservative",""
"I truly trust him and I believe that he really cares about all 100 percent of Americans Regardless of how many times the republicans have said NO he has continued to fight for the middle class I really believe that he wants the best for this country OBAMA care the stimulus package General Motors killing Bin Laden and bringing our troops home all speaks volumes to me","","","He has changed his mind too many times throughout this campaign and I already believed he was more for rich republicans than for middle class Once I heard his recorded message stating that 47 percent of Americans are victims I knew without a doubt that he was more for the wealthy He also admits that he doesnt believe that the wealthy should have to pay equal taxes as middle class and thats not fair The rich get richer and the middle class continue to struggle","We want America to succced Democrats want everyone to be treated fairly Paying whats fair in taxes wealthy paying more and middle class paying less Fighting for equal pay for women as well supporting small business owners Lowering the cost for college ect","","","They continue to prove to all Americans that they are in support of the wealthy and not the middle class They have also admitted to wanting this president to fail no matter the cost Even if it means making Americans suffer"
"The way he has handled international issues","The lack of support that republicans have given him","","His lack of support for Planned Parenthood and women","Supports the middle and lower class","For too much government programs and some continue inspite of their success or continued need","","They seem quick to get involved in wars or problems around the world"
"His view on the economy about rebuilding the economy from the bottom up not the top down like Romney I do believe the rich should be taxed the same as everyone else","He has not done anything about immigration reform There have been more deportations under his administration than the Bush Administration I thought he might have pushed to pass the DREAM Act","","I don t agree with his top down approach to fixing the economy He doesn t appear too diplomatic appears likely to start a war with Iran over nuclear weapons His running mate for vp is too young and inexperienced gives off impression he is hot blooded","The democratic party s philosophy in general tends to create bills laws statutes etc that view the people as an interconnected community that is how one person fares affects the other and group as a whole As a result it promotes equality fairness and universal well being","","","In general the republican party maintains a rather negative approach to public policy With regards to the economy it promotes a what s mine is mine and everyone else be damned attitude However with regards to social issues it adopts a very righteous attitude as well as extreme intolerance"
"","","","","","","",""
"","","","his views on women","","","",""
"","he is a socialist pig","","he is a liar and he cheats on his taxes","the donkey","","","the elephant"
"","His fiscal irresponsibility and frivolous spending Need to cutback on Government programs","His record in the private sector of turning around failing businesses he can use that model to help America recover and make the hard decisions needed to cut unnecessary government spending","","It helps make the world an interesting place with people of another opinion","Group think is the way of everything meaning someone else does the work someone else pays for programs all things have to be equal rich must pay for poor etc","Individual responsibility giving of time and money voluntarily not by requirement willing to pay own way and then some working hard earns respect and helps to attain goals of responsible citizens who give back to the community out of kindness","sometimes they hide behind the R and make decisions that I don t always agree with and that happens sometimes Limiting government is still the big focus"
"","He hasn t created new jobs He continues to add to welfare and that does not help the majority of this country","Changes to Obamacare","","","","",""
"","","","shipping job ofshore","education wars","va","",""
"he was brung in at bad time he doing his job","","","trade with china taking jobs over there","","","",""
"The republicans created the mess this country has fallen into and I do not think they are sincere or capable of getting us out of it I believe if they get into office they will make it worse for the average citizen","He is not getting rid of the illegals in this country","His position on abortion","I believe he is too hawkish","","Many of them especially the ones from the south have unhealthy views about minorities and other races","Those in the party who are moderate conservatives","Their acts of obstructionism"
"He seem to be willing to make some more small changes","","","he seem as though he a one minded person and he want to help the rich peoples","","they not trying to help the poor","","they selfish and not out to help the poor"
"","the economy abortion HHS mandate ObamaCare weak foreign policy","experienced businessman moral person prolife","","try to help poor","taxes and unrestrained spending pro abortion","prolife pro God believe that I can spend my money better than the US gov t can",""
"","His record Constant blaming instead of leading His divisiveness including castigating business and success His lies His broken promises Focusing on his agenda and not the economy","Business background success in private sector and he s not Obama","","","Their strategy seems to blame divide castigate name call and do anything but take action when they had the power to fix things","Honest want to fix the spending problem They call out the govt on scandals rather than denying","They don t fight hard enough"
"","He is a muslim","","He is not a christian instead a mormon","They support the needs of the working class","They generally seem to be in unfavoring the rights of the unborn child","Yes they generally are in favor of supporting the rights of the unborn child","They are more in favor for the wealthy than looking out for the needs of the middle class"
"","he is an idiot","","he to is an idiot","","they are idiots","","they to are idiots"
"Seems more likely to represent the people","","","Articles in Rolling Stone by Matt Taibbi his behavior in the debates his ideas or lack of explaining them","That they are more of the people s party and focus on social issues","","","It is the party of business and seems to protect their issues other those of the people They also are composed primarily of Christian base who seem to want to push their ideals based on bible verses into laws for all"
"In favor of pension plans","","","","","","",""
"","HE IS STILL ALIVE AND IN THE WHITE HOUSE","ONLY VIABLE ALTERNATE TO THE OBAMANATION IN THE WHITE HOUSE","","","SOCIALIST SPOILED BRATS WITH NO SUBSTANCE NO MORALS TOTAL DISDAIN FOR THE CONSTITUTION NO COMPREHENSION OF ECONOMIC VALUES AND THE LIST GOES ON","THEY ARE NOT DEMOCRATS NOT GREAT BUT NOT DEMOCRATS","WAY TO MUCH LIKE SOME DEMOCRATS"
"He is the best candidate for the Middle Class","","","He can not relate to the life of Middle Class people","They are concerned about the Poor Seniors and Women","Their views on abortions and same sex marriages","Their views on abortion and same sex marriages","Their lack of concern for the Poor Seniors and Women Also their idea of not comprising even to the point of not agreeing to job creating policies"
"I believe his efforts to rescue our economy is working I also appreciate his view on social policies diplomacy before war and healthcare","","","He does not have a clear plan and he continues to change his view on issues I believe his economic policies are the same as the ones that got us into the current economic mess we re in His social policies are far too conservative and he is on the wrong side of women s issues I also believe in a complete separation of church and state and I believe the Republican party would like to join the two","Separation of Church and State and an understanding that the government can and should be involved with helping people succeed who are struggling","Many politicians in the Democratic party vote purely to keep their job and not to better their country","Historically Republicans are fiscally cautious However I do not believe this is currently the case","Their desire for our President to fail because that means our country fails They claim to want small government except when it comes to social policies"
"","His current record more than double the deficit terrible unemployment lies about Lybia uncertain citizenship and his friendships with anti american and racial radicals","Successful business man and knows how to help small business succeed","His illegal immigration policies","","Political lies No legit immigration policy","","Political lies No legit immigration policy"
"Everything that he is campaigning for","","","His stereotypical view of the minority and women is very offensive to me","Everything","","","Some policies including womens rights"
"","UNEMPLOYMENT IT MAY BE LOWER NOW BUT IT S BECAUSE PEOPLE HAVE TAKEN SMALL PART TIME JOBS FOR 7 65 WN HR","","DOESN T CARE FOR POOR PEOPLE","","","",""
"I feel has done a lot so far and his desire to do more an honest one","","","I feel he has deceived the American people by his 47 percent coment It shows were he realy stands and that the American people are just a needed steping stone for the rich He has flip floped more on issues and lied to the American people more than any one runing for that office that i know","The democratic party stands for helping the people who need help and for rights everyone should have","","","They believe in helping the few the poor and those less fortunate are mere pawns in a game of chess They would rather see the poor enslaved They say one thing and do another for personel gain"
"","socialist views","capitolistic views","abortion views","","platform","platform","platform"
"","","","","","","",""
"I like his stance on green energy and student debt","","","He seems to have a bad attitude about poor people and charity in general He seems to think that everyone should be able to help themselves","The Democratic Party seems to be more accepting of minorities","Sometimes the Democratic Party tends to lean more so far to the left in the name of charity and tolerance that they forget about what is needed to keep the economy healthy","They believe in more traditional values than the Democrats","The Republican Party s belief in traditional values sometimes is taken to an extreme and makes their candidates appear intolerant"
"doing the job and not backing away","","","don t like him","getting the job done","","not getting the job done",""
"","national debt is growing out of control during his presidency","He might have a better business head on his shoulders than Obama","","Seem concerned about the underdog","Not cooperating with the Republicans in the house and senate","Historically good for farmers over the years","Not working with the Democrats in the house and senate"
"1 Passed comprehensive healthcare for all 2 Saved the US auto industry 3 Killed Osama Bin Laden 4 Eliminated most of Al Queada s leadership 5 Ended the war in Iraq 6 Helped get us out of the financial mess the Republicans put us in","","","1 He s Mormon 2 He s wealthy 3 He s Republican 4 He s clueless","They are a party that is concerned about environmental issues and I believe they have the best interest of the working class and the poor in mind They are also a more diverse inclusive party","They do not go far enough to enforce their policies They are wimpy Sometimes they get carried away over pet projects and miss the bigger picture IE they worked renovating the National Mall and giving money to the ballet into their stimulus plan","","The republicans have turned into a far right extremist group Ultra Christian and pro white They have rewritten laws to favor corporations They ve rigged elections They are all about subverting democracy"
"He is a good president The congress is who has messed so much up","","","I dont like him He is full of crap and lies He is saying what people want to hear now","Defending what they believe","","","Blame game"
"","His religious beliefs he is for more welfare does not honor what our flag stands for he once stated that veterans volunteered so they should not get benefits he allows Muslims to have their services but is against Christian religious days of worship economy is bad etc","His experience as a business man Good morals and believes in our country","","pro labor","WHEN THEY TELL ME TO VOTE DEMOCRATIC NO MATTER WHAT","","They are the rich peoples party"
"social issues","","","He s very vague about everything he plans to do in office He doesn t give enough information to determine whether his plans have a chance of being successful He also has flip flopped on just about every major issue in the last decade or so","social stances","","","It s become hyper conservative Like extremist level In general they re very ignorant socially and they seem more intent on thwarting democrats plans than creating any kind of progress themselves"
"I believe he is an honest man","his policy s on the economy","I believe he can turn the economy around","He is a very harsh business man","","the way they are handling the economy and the deficit","i think they will do a good job of working on the economy","seem to favor big business and wealthy"
"they havent given him a fair shot","","","he s a republican","","","","against the lower class"
"","","","","","","",""
"Democrate","Not enough money for people on S S I","","Republican","For lower class peoples incomes","","","For upper class people finance"
"","his give away policy s","veiws on jobs","","spend too much on use less thinks","every thing","",""
"He is very personable he is trying he best to fix the state of this country he has the entire counties best interest at heart He wants us all to come together as people stop this RACIST crap Hes for the people all people He makes me feel like I matter","Sorry Mr President but I don t like that he is for GAY marriage I think he made that decision based on the people And My God does not approve of this so why would I or any other Christian Pastors have no right doing this and the president should not condone this","","His lack of consideration on abortion and he wants to remove planned parenthood which is just wrong and don t get me started on the big bird comment and he doesn t seem personable with the middle and lower class he wants to give out vouchers for healthcare umm NO","they are for the people Bill Clinton was the first president that I ever voted for he called out to the people and he got my attention I ve followed politics ever since","","","the seem to be racist and uncaring of the less fortunate and to be money hungry And they are always giving tax cuts to the upper class"
"","","","","","","",""
"He seems more in touch than Romney","","","Romney seems to be out of touch with the realities of the nation and world","","","",""
"National health care pro choice stand gays in military etc Mostly social issues","","","Anti choice anti Obama care pro wealthy doesn t even know what his own truths are he keeps changing his answers based on his audience won t provide any specifics","The party in general is more socially liberal","","A bit of fiscal restraint is good","social conservative spends moeny as much as democrats but spends on wrong things for example education is more important than military"
"Social issues","Economy","The economy","Abortion Health care","","","","The attack mindset of today s politics"
"","","He is not Obama","","","","",""
"he has proven himself to be truly concern about this country","","","he s not the best candidate for president","for the little people","","","don t trust"
"","","","","","","","I don t like the way they handle money"
"He seems more concern about helping the poor than making the rich more rich","","","His view has change to where I really don t know what he stands for","They seem to be more open to help the common man and woman","Not all of them but some are becoming republican","I can say that some of them mean well they do want the economy to grow but by having the poor work harder","they are for keeping the rich rich"
"","","","","","","",""
"I like how he has been handling the war for the most part","He hasn t fixed our economy and he probably won t","I think he can get our economy turned around which to me is the most important issue in our nation","","","","I like the republican view on traditional families",""
"I Beleive in him and what he say s about what he will do for all the people and not just what Romney will do just for the rich","","","He is for the rich only will raise the taxes on the middle class people and he is a Liar","They are for all the people and not just some","","","They are more for the rich and upper class people and will run this country down"
"Overall he has a better plan for the future","","","He is to inconsistant one time he s against something and next time he s supporting it Hard to know where he stands don t trust him","","","","The party itself can t seem to get it together or agree with anything"
"","","","","","","",""
"","He lies he is arrogant he lies too soccialistic he lies acts like a king instead of a President he lies more concerned about other countries than ours","Strong on economy will act as a President rather than a king has plans","may not stick to his plans but hopefully Ryan will keep him in line","","Use tax money to buy votes I don t believe that they are as interested in the welfare of the poor as they are interested in their vote Using the immigration line for votes and not worried about the problems they are creating","More worried about the economy More interested in creating jobs in the private sector More worried about affordable energy","Some forget their purpose and enjoy earmarks"
"","","","","","","",""
"I do like the man but I am afaid of some of his choices I think he is learning the hard way","Don t give away the country we will always have the poor and they have to take hold of the reins and try and improve their lot without all the gov help all the time","he has some good ideas he is a smart man he is a family man and he dosen t need to scam for money","If he dosen t keep his word If he raises taxes or confuses Social Security for us seniors and medicare","I do think Obama really wants to help everyone in the health situation and I think he expected more cooperation from Congress on a lot of things","Government can t handle everyone s problems and this party thinks they can they need more backing and good ideas and need more smart and honest people in their cabinet","We seemed to prosper under the Republican party","I did not like Bush getting us into a senseless war"
"I DO NOT LIKE ROMNEY","","","NO ESTA CLARO EN SUS RESPUESTAS","POSITIVISMO EN TEMAS DE SALUD Y IMIGRACION","GASTO EXCESIVO","SON MAS DERECHA","NO DEJAN TRABAJAR"
"","","","","","","",""
"He came from a moderate house hold","","","","","","",""
"gay rights less religious influence","the seemingly lack of leadership regarding having the parties work together","","too much religious influence that infringes on the rights of many lack of new ideas","less religious influence","both parties are divided amongst themselves","Ronald Reagan","both parties are divided amongst themselves"
"","","","","","","",""
"","I like","","","Ilike","","",""
"He s a good communicator and supports the middle class wants to protect the environment support women rights including the right to choose what happens to her body","I think as a democrat he may be a little to beholden to the unions I believe he needs to do more to cut the deficit buy reducing spending","His business background would be useful in handling the economy","He s too beholding the to the far right wing of the republican party and i don t think he has the knowledge to deal with foreign policy Plus I think he favors the rich","They are more moderate than the republicans and support the middle class more They support women rights and environmental issues and a women s right to choose","They are weaker in dealing with the economy and more inclined to incur more debt","I believe they handle the economy better by keeping taxes lower and cut spending","Their abortion position and too rigid on foreign policy"
"","the way he handled the last 4 years","","his rich views","","most of thier viewpoints","","allmost everything"
"","He has socialist policies He helped to pass Obamacare He is anti Israel He does not understand Capitalism and the value of a free market He favors higher taxes And many more reasons","He understand a free market and does not believe in higher taxes or excessive regulations He is for securing our borders He is pro Israel He is a conservative","","","They favor high taxes and more regulations They are pro abortion and gay marriage They spend too much","They are strong and national defense They want to lower taxes and defend the constitution","They sometimes don t do what they say they will"
"","His views on illegal immigration his views on taxes his beliefs of the redistribution of weath his views on healthcare his views on decreasing the federal defecit I believe he is deceitful I believe he wants to turn this country into a socialist country and his views on how he thinks he s going to create more jobs","Views on healthcare immigration policies on dependency on foreign fuel and most of all TAXES","","","","Views on decreasing the federal deficit illegal immigration abortion decreasing taxes views on how to improve the economy and healthcare and how to increase jobs",""
"","bankrupt econonmy","","","","","",""
"He is fighting for the middle class","His support of abortion especially forcing the Catholic Church to offer coverage for their employees Although I might not be exactly clear on this point He might be forcing the insurance companies that the Catholic Church contracts with to offer the coverage I need clarification on this","","He has no idea what it is to be a middle class citizen","Fighting for the middle class Obama Care stricter gun control Against trickle down economics","Support for all types of birth control","","Favoring the 1 percent They have no empathy for the middle class or those less fortunate"
"cambiar su pensamiento de como poner su plan de salud","","poner mas interes en cuestiones de inmigracion y salud","no puedo pensar en algo en concreto","su posicion de ayuda a los inmigrantes","","","su posicion de atacar a los inmigrantes"
"he needs more than 4 years to work on this bad ecomnomy","","","did not reveal his back taxes as the owner of his company BAIN","they do agree with the president","","","they don t want to agree with the president"
"","","","i feel like he wont make a good president","they seem to care more about all people","","","they have certian people they are concern about"
"his concern about incurances","","agreeing about a lot of things","i do not tnink insurance would stay his first worry","it fits me","","it helps out things","it is very hard to understand"
"I believe he s devoted to his decisions i also believe he makes decisions for the better of all people not just republicans or demacrates everyone","","He has good intensions like believing that America can and will recover from our problems","","I fell a sense of compaionship i trust in the way the Demo s think","that sometimes i feel we ve dropped the ball we need a little bit more iron","They seem to fight harder for what it is they believe will benefit U S A","It seems they believe in one thing how to stay rich"
"","","","","","","",""
"","","","","","","",""
"he has some innovative ideas for the country and I think if he s given another four years he may be able to turn the economy around","He is not as specific as he seemed to be 4 years ago and I would like to hear more concrete answers to the questions that the American public want answered","","He is against women s rights to do what they want with their own bodies He is too conservative He is out of touch with the middle class of America He seems fake and rehearsed","open minded and up for changes for the bettewrment of the country","","","too old fashioned and conservative for my taste and too much of the good old boy attitude"
"I l I think he is trying his best","","","","","","","tHEIR BELIEF ON ABORATION"
"","Dishonesty from the start Demands details from opposition does NOT give details for his administration I believe he sincerely wants to bring this nation down to a BELOW third world status Has no regard for anything or anyone but himself He and the present Democratic Ha party leadership are destroying the party and the nation I could give you plenty more but that s a start","His honesty very important His concern for the welfare of the United States","","","The left leaning socialistic policies that have taken over complete control of the party AND the condescending arrogant attitude of the leaders toward the masses","I believe that in general the party aims are for the safety and improvement of the citizens of the US I also believe that the party moral values and family issues are more aligned with MY values than the DEM party HOWEVER I also believe that the MAJORITY of the leadership is MORE interested in their own future than anything else","The typical politicians attitudes and LACK of action"
"being a democrat he will try to enact social policy to protect the poor and middle class from financial burden and has improved health care coverage for these people","","","Being a Republican he will enact change that will favor the wealthy and strip away safety nets for the poor and middle class","Social programs helping the poor and lower class funding government services funding education basic healthcare for all","","","Tax cuts low tax rates for the wealthy anti abortion stance cuts to Planned Parenthood underfunding of schools U S Postal Service infrastructure roads bridges buildings attempts to limit health care for those who cannot afford it attempts to cut government services to balance the budget while refusing to increase taxes for any reason"
"","He is a corrupt politician who does not truly like the US","He is an honest good person who has governing experience","","","They are herding the people into a welfare state more and more Both parties can run a mean campaign but the Democrats have been vicious in this campaign","They want the govt to be less intrusive in state affairs and try to encourage people to make more effort to take care of themselves",""
"He has us on the right track and he has drive behind his goals","","","He say that he has a plan but only he knows what it is We the people don t have any idea what his plan or goals are","They are for the middle class and lookout for us","","","They are for the rich and believe the middle class should pay all of the taxes We already get taxes 2 or 3 times on our pay check then again when we spend it"
"I like his ideas better","","","","I feel they are more people oriented","","",""
"","Hewants to lower or even take away welfare","","","atleast they r trying to help those that need the help but from whatI see not much has changed for the better","","",""
